zone,time_elapsed,power_j,watts,watts_since_last,start_power,prev_power,prev_power_reading,temp
package-0,0.0005891,0.0,0.0,0.0,1462.657632,0.0,1462.657632,27.799999237060547
dram,0.000819807,0.0029289999999946303,7.1925309654410565,0.0,251.593533,0.0,251.596462,27.799999237060547
core,0.000977728,0.0080560000000105,19.782529688554078,0.0,597.386349,0.0,597.394405,27.799999237060547
uncore,0.0011253,0.0006099999999999994,1.4979323622147775,0.0,1.251156,0.0,1.251766,27.799999237060547
package-0,1.002095699,2.0672550000001593,2.064263671385427,2.0651034224370113,1462.657632,0.0,1464.724887,27.799999237060547
dram,1.002742093,0.46252300000000446,0.46185372684073206,0.4591156593315594,251.593533,0.0029289999999946303,252.056056,27.799999237060547
core,1.003367991,0.4622180000000071,0.461549168177303,0.4536893129008074,597.386349,0.0080560000000105,597.848567,27.799999237060547
uncore,1.003993093,0.003723000000000143,0.003717612799856645,0.0031097600218871,1.251156,0.0006099999999999994,1.254879,27.799999237060547
package-0,2.004320759,18.92188800000008,9.441419785899345,16.809469954884996,1462.657632,2.0672550000001593,1481.57952,27.799999237060547
dram,2.004474623,1.129086000000001,0.563377972662237,0.6647769026793998,251.593533,0.46252300000000446,252.722619,27.799999237060547
core,2.004611302,15.708943999999974,7.838263005107309,15.205871442431558,597.386349,0.4622180000000071,613.095293,27.799999237060547
uncore,2.004746648,0.020691000000000015,0.010324150359099614,0.016922533180905676,1.251156,0.003723000000000143,1.271847,27.799999237060547
package-0,3.005738689,31.609843000000183,10.518830525242267,12.676088558569946,1462.657632,18.92188800000008,1494.267475,27.799999237060547
dram,3.006388964,1.7286939999999902,0.5752587640502658,0.5990472151285854,251.593533,1.129086000000001,253.322227,27.799999237060547
core,3.007020791,26.763359000000037,8.906062507403663,11.044076330912558,597.386349,15.708943999999974,624.149708,27.799999237060547
uncore,3.007645208,0.020691000000000015,0.006885359171122318,0.0,1.251156,0.020691000000000015,1.271847,27.799999237060547
