zone,time_elapsed,power_j,watts,watts_since_last,start_power,prev_power,prev_power_reading,temp
package-0,0.000641538,0.0,0.0,0.0,527.326103,0.0,527.326103,27.799999237060547
dram,0.000978644,0.002745999999994808,7.0239700010354555,0.0,54.192244,0.0,54.19499,27.799999237060547
core,0.001182455,0.01330600000000004,34.03530401819183,0.0,364.863079,0.0,364.876385,27.799999237060547
uncore,0.001384333,0.0010379999999999834,2.655091355094126,0.0,0.228392,0.0,0.22943,27.799999237060547
package-0,1.001631609,3.2927160000000413,3.2878534521519556,3.289137431630976,527.326103,0.0,530.618819,27.799999237060547
dram,1.001758616,0.4813219999999987,0.48061120342497177,0.4780558771179231,54.192244,0.002745999999994808,54.673566,27.799999237060547
core,1.001866704,1.6865799999999922,1.6840893278771536,1.6714554631419154,364.863079,0.01330600000000004,366.549659,27.799999237060547
uncore,1.001961435,0.005310999999999982,0.0053031569331757605,0.004268356045695706,0.228392,0.0010379999999999834,0.233703,27.799999237060547
package-0,2.002866254,24.306456000000026,12.13940211323909,20.996965314440622,527.326103,3.2927160000000413,551.632559,27.799999237060547
dram,2.003473297,1.2657430000000005,0.6321515258751657,0.7837948184815686,54.192244,0.4813219999999987,55.457987,27.799999237060547
core,2.004092547,21.036444999999958,10.506256645890174,19.334418539684425,364.863079,1.6865799999999922,385.899524,27.799999237060547
uncore,2.004720367,0.021972999999999993,0.010974001418972892,0.016648699187731937,0.228392,0.005310999999999982,0.250365,27.799999237060547
package-0,3.005481627,30.972088999999983,10.307219426666542,6.648248468486717,527.326103,24.306456000000026,558.298192,27.799999237060547
dram,3.006057821,1.9045360000000002,0.6338116378906764,0.6371269741268475,54.192244,1.2657430000000005,56.09678,27.799999237060547
core,3.006534498,26.112420999999983,8.689967699902171,5.062737427649514,364.863079,21.036444999999958,390.9755,27.799999237060547
uncore,3.007234575,0.021972999999999993,0.007312407389186567,0.0,0.228392,0.021972999999999993,0.250365,27.799999237060547
package-0,4.008077641,40.84803999999997,10.193083884470122,9.850985794465858,527.326103,30.972088999999983,568.174143,27.799999237060547
dram,4.008543766,2.722465999999997,0.6793551002843179,0.8158623722279951,54.192244,1.9045360000000002,56.91471,27.799999237060547
core,4.009157547,34.35611299999999,8.573110037919436,8.22285294711892,364.863079,26.112420999999983,399.219192,27.799999237060547
uncore,4.009628746,0.030578999999999995,0.007630581837052942,0.00858424507646639,0.228392,0.021972999999999993,0.258971,27.799999237060547
package-0,5.0104485,48.898739999999975,9.760661880726214,8.031825050494843,527.326103,40.84803999999997,576.224843,27.799999237060547
dram,5.01111201,3.4817409999999995,0.6949892094819127,0.7574948719011373,54.192244,2.722465999999997,57.673985,27.799999237060547
core,5.011749277,40.80702499999995,8.145477232815026,6.435787770024647,364.863079,34.35611299999999,405.670104,27.799999237060547
uncore,5.012327277,0.030578999999999995,0.00610386442780994,0.0,0.228392,0.030578999999999995,0.258971,27.799999237060547
package-0,6.013216499,57.60654199999999,9.58110408155463,8.68401664341003,527.326103,48.898739999999975,584.932645,27.799999237060547
dram,6.013906739,4.267567,0.709780559333137,0.783679516693687,54.192244,3.4817409999999995,58.459811,27.799999237060547
core,6.014603058,47.889403999999956,7.9649523855748585,7.063033485480907,364.863079,40.80702499999995,412.752483,27.799999237060547
uncore,6.015266078,0.04083299999999998,0.0067913332302105564,0.010225991204385007,0.228392,0.030578999999999995,0.269225,27.799999237060547
package-0,7.015629481,64.03841,9.128279370492649,6.413456946863759,527.326103,57.60654199999999,591.364513,27.799999237060547
dram,7.015780968,5.001084999999996,0.7128737430485891,0.7314183240000545,54.192244,4.267567,59.193329,27.799999237060547
core,7.015901902,52.73478899999998,7.517018091735608,4.8315152127623815,364.863079,47.889403999999956,417.597868,27.799999237060547
uncore,7.016020718,0.04083299999999998,0.0058204916632896755,0.0,0.228392,0.04083299999999998,0.269225,27.799999237060547
package-0,8.01633943,70.33209499999998,8.773841659498574,6.289125440657634,527.326103,64.03841,597.658198,27.799999237060547
dram,8.01653808,5.756394,0.7181030152121539,0.754761804484609,54.192244,5.001084999999996,59.948638,27.799999237060547
core,8.016719733,57.419714,7.163038137420671,4.681530932207949,364.863079,52.73478899999998,422.282793,27.799999237060547
uncore,8.016897826,0.050598000000000004,0.006312037772901675,0.009757925591767323,0.228392,0.04083299999999998,0.27899,27.799999237060547
package-0,9.017241554,84.73049600000002,9.396676199071791,14.384602900513583,527.326103,70.33209499999998,612.056599,27.799999237060547
