zone,time_elapsed,power_j,watts,watts_since_last,start_power,prev_power,prev_power_reading,temp
package-0,0.000735479,0.0,0.0,0.0,529.446093,0.0,529.446093,27.799999237060547
dram,0.001023901,0.0,0.0,0.0,50.88732,0.0,50.88732,27.799999237060547
core,0.00123801,0.011414000000002034,24.309674671214598,0.0,378.591193,0.0,378.602607,27.799999237060547
uncore,0.001487977,0.0011599999999999944,2.470581971141035,0.0,0.274413,0.0,0.275573,27.799999237060547
package-0,1.002264246,2.099969999999985,2.09636925311078,2.097352323927424,529.446093,0.0,531.546063,27.799999237060547
dram,1.002744955,0.4639880000000005,0.4631924156118291,0.4634096249348541,50.88732,0.0,51.351308,27.799999237060547
core,1.003186926,0.4990230000000224,0.49816734229305915,0.48700118064447456,378.591193,0.011414000000002034,379.090216,27.799999237060547
uncore,1.003621713,0.005065999999999959,0.005057313502697279,0.003901131052948615,0.274413,0.0011599999999999944,0.279479,27.799999237060547
package-0,2.004527946,4.351428999999939,2.1713821734871033,2.2463535438243887,529.446093,2.099969999999985,533.797522,27.799999237060547
dram,2.005019588,0.9357889999999998,0.46696281905216674,0.470731134046816,50.88732,0.4639880000000005,51.823109,27.799999237060547
core,2.005489853,1.146298999999999,0.572008233177222,0.6458082232154582,378.591193,0.4990230000000224,379.737492,27.799999237060547
uncore,2.005933899,0.012938999999999978,0.006456617801359043,0.007855147018235649,0.274413,0.005065999999999959,0.287352,27.799999237060547
package-0,3.006863211,6.11912499999994,2.0354301373600343,1.7636128764140753,529.446093,4.351428999999939,535.565218,27.799999237060547
dram,3.007352172,1.3830539999999942,0.4600510355968151,0.4462318821614866,50.88732,0.9357889999999998,52.270374,27.799999237060547
core,3.007784496,1.3222630000000208,0.43982987105446614,0.17555754846159327,378.591193,1.146298999999999,379.913456,27.799999237060547
uncore,3.008216095,0.012938999999999978,0.004303953677576729,0.0,0.274413,0.012938999999999978,0.287352,27.799999237060547
package-0,4.009135137,8.296975999999972,2.069801376772537,2.172896767123333,529.446093,6.11912499999994,537.743069,27.799999237060547
dram,4.009666738,1.8570509999999985,0.46326839037943784,0.4729187391268514,50.88732,1.3830539999999942,52.744371,27.799999237060547
core,4.010115601,1.9003250000000094,0.47406371927739754,0.5767470093210254,378.591193,1.3222630000000208,380.491518,27.799999237060547
uncore,4.010548786,0.019287,0.004811422758582411,0.006333559402226671,0.274413,0.012938999999999978,0.2937,27.799999237060547
package-0,5.011446827,10.02505999999994,2.00064328089503,1.724062309160448,529.446093,8.296975999999972,539.471153,27.799999237060547
dram,5.011939664,2.3026069999999947,0.4595179702756771,0.44451907790379447,50.88732,1.8570509999999985,53.189927,27.799999237060547
core,5.01287436,2.040095000000008,0.4071299677146657,0.13944471967297772,378.591193,1.9003250000000094,380.631288,27.799999237060547
uncore,5.013306124,0.019287,0.003848995114106317,0.0,0.274413,0.019287,0.2937,27.799999237060547
package-0,6.014207613,12.288603999999964,2.0434433405164625,2.257321355086525,529.446093,10.02505999999994,541.734697,27.799999237060547
dram,6.014693304,2.7758719999999997,0.46159329021637685,0.4719639605481598,50.88732,2.3026069999999947,53.663192,27.799999237060547
core,6.0151343,2.696954000000005,0.4484701997866692,0.6550532474653717,378.591193,2.040095000000008,381.288147,27.799999237060547
uncore,6.015565631,0.027404999999999957,0.0045571136271340285,0.008095683035360532,0.274413,0.019287,0.301818,27.799999237060547
package-0,7.016408814,14.02059399999996,1.9983944384850767,1.7280943275797296,529.446093,12.288603999999964,543.466687,27.799999237060547
dram,7.016833921,3.2219769999999954,0.4592373845021717,0.4451015998966216,50.88732,2.7758719999999997,54.109297,27.799999237060547
core,7.017219181,2.8427670000000376,0.4051875236319515,0.14548503062225512,378.591193,2.696954000000005,381.43396,27.799999237060547
uncore,7.017632582,0.027404999999999957,0.0039061112237244442,0.0,0.274413,0.027404999999999957,0.301818,27.799999237060547
package-0,8.018551336,16.187518999999952,2.0188910555385333,2.1623931235258933,529.446093,14.02059399999996,545.633612,27.799999237060547
dram,8.019037672,3.6948760000000007,0.4608212109418384,0.4719099856812241,50.88732,3.2219769999999954,54.582196,27.799999237060547
core,8.019480497,3.4045940000000314,0.4246175324544942,0.5606520029125018,378.591193,2.8427670000000376,381.995787,27.799999237060547
uncore,8.019902187,0.03698699999999999,0.004612981363679261,0.009561960339940358,0.274413,0.027404999999999957,0.3114,27.799999237060547
package-0,9.020821805,17.92304999999999,1.9869756227621798,1.7316492380955648,529.446093,16.187518999999952,547.369143,27.799999237060547
dram,9.021310022,4.140797999999997,0.4590549423665273,0.4449246320290602,50.88732,3.6948760000000007,55.028118,27.799999237060547
core,9.021783239,3.547294000000022,0.3932582180360258,0.1423808311555459,378.591193,3.4045940000000314,382.138487,27.799999237060547
uncore,9.022222816,0.03698699999999999,0.004100433093647831,0.0,0.274413,0.03698699999999999,0.3114,27.799999237060547
package-0,10.023125846,20.034677999999985,1.9989518208187327,2.106729731184667,529.446093,17.92304999999999,549.480771,27.799999237060547
dram,10.023633414,4.614306999999997,0.46039059771595153,0.4724106179135351,50.88732,4.140797999999997,55.501627,27.799999237060547
core,10.024431639,4.056875000000048,0.40477304741728803,0.5083989429704805,378.591193,3.547294000000022,382.648068,27.799999237060547
uncore,10.024864039,0.04608099999999998,0.004597712968241768,0.00907290496971691,0.274413,0.03698699999999999,0.320494,27.799999237060547
package-0,11.02580227,21.765569000000028,1.9741594276888816,1.7263301427952462,529.446093,20.034677999999985,551.211662,27.799999237060547
dram,11.026294568,5.059435999999998,0.458896033372181,0.4439560955209131,50.88732,4.614306999999997,55.946756,27.799999237060547
core,11.02673783,4.195058000000017,0.38049606240028405,0.13781889103462727,378.591193,4.056875000000048,382.786251,27.799999237060547
uncore,11.027160661,0.04608099999999998,0.004179593953520406,0.0,0.274413,0.04608099999999998,0.320494,27.799999237060547
package-0,12.028056272,24.032104000000004,1.9980916702474145,2.2613461806329354,529.446093,21.765569000000028,553.478197,27.799999237060547
dram,12.02853191,5.531662999999995,0.4599168580044349,0.47114592223007923,50.88732,5.059435999999998,56.418983,27.799999237060547
core,12.028965755,4.860462000000041,0.4041114600600168,0.6638806786473391,378.591193,4.195058000000017,383.451655,27.799999237060547
uncore,12.029386235,0.054869999999999974,0.0045620345994872346,0.008768879184121602,0.274413,0.04608099999999998,0.329283,27.799999237060547
package-0,13.030256054,25.809503999999947,1.9808086788941144,1.7734043179036143,529.446093,24.032104000000004,555.255597,27.799999237060547
dram,13.030685852,5.980636999999994,0.4589974946792962,0.4479646844978521,50.88732,5.531662999999995,56.867957,27.799999237060547
core,13.031071591,5.0488770000000045,0.38748746896759073,0.18799143386843456,378.591193,4.860462000000041,383.64007,27.799999237060547
uncore,13.031449146,0.054869999999999974,0.004211122081653341,0.0,0.274413,0.054869999999999974,0.329283,27.799999237060547
package-0,14.032336617,27.982715999999982,1.9942345861367543,2.168817476963687,529.446093,25.809503999999947,557.428809,27.799999237060547
dram,14.032817783,6.452742999999998,0.4598654135664259,0.47115133902233647,50.88732,5.980636999999994,57.340063,27.799999237060547
core,14.033250631,5.61961500000001,0.4004911672538478,0.5695838920304569,378.591193,5.0488770000000045,384.210808,27.799999237060547
uncore,14.033717444,0.06298799999999999,0.004488944107912253,0.008101584326789544,0.274413,0.054869999999999974,0.337401,27.799999237060547
package-0,15.034646157,29.709884999999986,1.9761659472077093,1.7232112507472859,529.446093,27.982715999999982,559.155978,27.799999237060547
dram,15.035150602,6.898297999999997,0.458843297484694,0.444534025811431,50.88732,6.452742999999998,57.785618,27.799999237060547
core,15.035961973,5.758470000000045,0.383027141371206,0.13853681847148383,378.591193,5.61961500000001,384.349663,27.799999237060547
uncore,15.036418896,0.06298799999999999,0.004189674267763717,0.0,0.274413,0.06298799999999999,0.337401,27.799999237060547
package-0,16.037315983,32.076944000000026,2.0002101751464396,2.360726551686897,529.446093,29.709884999999986,561.523037,27.799999237060547
dram,16.037828112,7.38194,0.46031291198814,0.48234814210838955,50.88732,6.898297999999997,58.26926,27.799999237060547
core,16.038264003,6.524703000000045,0.40685850031126963,0.764183143672665,378.591193,5.758470000000045,385.115896,27.799999237060547
uncore,16.038697184,0.07147199999999998,0.004456753163208632,0.008461303273180463,0.274413,0.06298799999999999,0.345885,27.799999237060547
package-0,17.039489313,33.78342199999997,1.982716988634612,1.7027889452115035,529.446093,32.076944000000026,563.229515,27.799999237060547
dram,17.039970967,7.826640999999995,0.4593381355696943,0.4437396478152754,50.88732,7.38194,58.713961,27.799999237060547
core,17.040411335,6.640730000000019,0.3897381439907294,0.11577617346723319,378.591193,6.524703000000045,385.231923,27.799999237060547
uncore,17.040842946,0.07147199999999998,0.0041946238782943025,0.0,0.274413,0.07147199999999998,0.345885,27.799999237060547
package-0,18.04177467,36.00356999999997,1.9956294354202815,2.2151485735903953,529.446093,33.78342199999997,565.449663,27.799999237060547
dram,18.042268128,8.297953,0.45994436830942165,0.4702506790160157,50.88732,7.826640999999995,59.185273,27.799999237060547
core,18.04270077,7.2556580000000395,0.4021713590664131,0.6135432782232729,378.591193,6.640730000000019,385.846851,27.799999237060547
uncore,18.043122583,0.07940599999999998,0.004401367724061335,0.007916133871645598,0.274413,0.07147199999999998,0.353819,27.799999237060547
package-0,19.044030699,37.694849999999974,1.9794087330471675,1.6874332360736577,529.446093,36.00356999999997,567.140943,27.799999237060547
dram,19.044511012,8.742348999999997,0.4590728430527294,0.44338523507531713,50.88732,8.297953,59.629669,27.799999237060547
core,19.044940053,7.359172999999998,0.38644035734868104,0.10327955834166712,378.591193,7.2556580000000395,385.950366,27.799999237060547
uncore,19.045369711,0.07940599999999998,0.004169718936574716,0.0,0.274413,0.07940599999999998,0.353819,27.799999237060547
package-0,20.046227108,39.85463400000003,1.988190052610448,2.155050519890191,529.446093,37.694849999999974,569.300727,27.799999237060547
dram,20.046737545,9.214881999999996,0.4596940152148693,0.4714973753464424,50.88732,8.742348999999997,60.102202,27.799999237060547
core,20.047508495,7.913737000000026,0.39478503760379,0.553348592503885,378.591193,7.359172999999998,386.50493,27.799999237060547
uncore,20.047934393,0.08782899999999999,0.004381441418599475,0.008404539772974805,0.274413,0.07940599999999998,0.362242,27.799999237060547
package-0,21.048864372,41.56758100000002,1.974866223791884,1.708477779309268,529.446093,39.85463400000003,571.013674,27.799999237060547
dram,21.049352877,9.659521999999996,0.4589216710920611,0.4434798973885817,50.88732,9.214881999999996,60.546842,27.799999237060547
core,21.049869333,8.03635700000001,0.3818054748394785,0.12230007425733315,378.591193,7.913737000000026,386.62755,27.799999237060547
uncore,21.050274545,0.08782899999999999,0.004172735612626034,0.0,0.274413,0.08782899999999999,0.362242,27.799999237060547
package-0,22.051135986,47.51092599999993,2.154628306625164,5.9295023632707675,529.446093,41.56758100000002,576.957019,27.799999237060547
dram,22.051579099,10.210117999999994,0.46303053021494733,0.5493136076077486,50.88732,9.659521999999996,61.097438,27.799999237060547
core,22.051968882,12.354034000000013,0.5602574733527561,4.307620704391256,378.591193,8.03635700000001,390.945227,27.799999237060547
uncore,22.052349173,0.10204999999999997,0.00462798428073362,0.01418787788830613,0.274413,0.08782899999999999,0.376463,27.799999237060547
package-0,23.053201517,49.47539799999993,2.1461863161701604,1.9604191001274849,529.446093,47.51092599999993,578.921491,27.799999237060547
dram,23.053686214,10.680149,0.4632926780792841,0.4690612795967736,50.88732,10.210117999999994,61.567469,27.799999237060547
core,23.054111433,12.732817000000011,0.55233507392298,0.37800153323823704,378.591193,12.354034000000013,391.32401,27.799999237060547
uncore,23.054494943,0.10204999999999997,0.004426812565816351,0.0,0.274413,0.10204999999999997,0.376463,27.799999237060547
package-0,24.055200913,51.77751599999999,2.152491440443179,2.2975534069928765,529.446093,49.47539799999993,581.223609,27.799999237060547
dram,24.055807854,11.169404999999998,0.4643337594129322,0.4882859130990113,50.88732,10.680149,62.056725,27.799999237060547
